ID;1.vs.22;2.vs.23;3.vs.24;4.vs.25;5.vs.26;6.vs.27;7.vs.28;8.vs.29;9.vs.30;10.vs.31;11.vs.32;12.vs.33;13.vs.34;14.vs.35;15.vs.36;16.vs.37;17.vs.38;18.vs.39;19.vs.40;20.vs.41;21.vs.42
A0A3B6HUF7;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
A0A3B6JKK6;1;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0
A0A3B6ISB1;1;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0
A0A3B6ISR1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6HPH1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6JMF1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6HTT6;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6JK71;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6HSZ0;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0
A0A3B6JLI9;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6JLR9;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
A0A3B6LJD2;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1
A0A3B6MP39;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1
A0A3B6KFU3;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1
A0A3B6KGE1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6MSD9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A1D5Z7B0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A0A3B6KIC3;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
A0MAU7;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6SDL8;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6RIG5;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6KJI4;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6MVW6;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6LPP1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;0;0
A0A3B6MTB1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6KKG1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6LNA8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
A0A3B6MST1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1
A0A3B6KKV5;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1
A0A3B6LPR3;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1
A0A3B6KMM5;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0;1
A0A3B6KSW0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1
A0A3B6KSG1;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1
A0A3B6LLZ5;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0
A0A3B6LUL6;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
A0A3B6MZL4;1;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1
A0A3B6LV66;1;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1
A0A3B6KQ21;1;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1
A0A3B6MXH0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
